Algorithm,Problem,Run,Error_10K,Error_50K,Error_100K,Error_150K,Error_200K,Error_250K,Error_300K,Error_350K,Error_400K,Error_450K,Error_500K,Acceptance_FE_1e-8,Success_1e-8,FE_to_1e-01,Success_1e-01,FE_to_1e-03,Success_1e-03,FE_to_1e-05,Success_1e-05,FE_to_1e-08,Success_1e-08
PSO,F23,Run5,25.808039538502655,23.798719424738678,23.680434977194793,23.679226366023116,23.679226366023116,23.679226366023116,23.678845603187554,23.678845603187554,23.678845603187554,23.678845603187554,23.678845603187554,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run6,24.242731635541432,23.436535446682498,23.436535446682498,23.436535446682498,23.43641993678176,23.43641993678176,23.43611766150015,23.43611766150015,23.43611766150015,23.43611766150015,23.43611766150015,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run7,24.755422068635454,23.036730652561985,23.031621863173783,23.028324482255684,23.027790762113995,23.026405877971868,23.026292515217833,23.02609097783197,23.024875746083353,23.024875746083353,23.024875746083353,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run8,24.690870441410453,23.567613261958698,23.566294028490702,23.565626308160333,23.565506418936167,23.057375037481663,22.786058023483392,22.786058023483392,22.779558184449996,22.77894136357982,22.778208204135737,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run9,22.03566607072615,20.421228665095626,20.421228665095626,20.420122672066228,20.420122672066228,20.42008242496776,20.42008242496776,20.42008242496776,20.42008242496776,20.42008242496776,20.419861081453547,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run10,22.954649045280945,22.22944139446396,22.228040101716118,22.228040101716118,22.228040101716118,22.228040101716118,22.227926376293098,22.227926376293098,22.227926376293098,22.227926376293098,22.227926376293098,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run11,22.49643684808531,21.336819460906796,21.316498997131703,21.084705468365243,21.083966332170064,21.08285694992307,21.08255377643094,21.08237416524554,21.0816883153809,21.0816883153809,21.0816883153809,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run12,22.93193570160149,21.88595476096789,21.885512100142506,21.885512100142506,21.88546092203866,21.88546092203866,21.885221583914557,21.885221583914557,21.885130100411132,21.885130100411132,21.885130100411132,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run13,24.135854814713625,21.94570080773093,21.94419030869983,21.94419030869983,21.94390837789031,21.94390837789031,21.94390837789031,21.94390837789031,21.94390837789031,21.94390837789031,21.94390837789031,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run14,24.467114236590817,23.627710090460894,21.880175812478143,21.87907753366568,21.878249405674893,21.87704087260215,21.87704087260215,21.87704087260215,21.87704087260215,21.87704087260215,21.87704087260215,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run15,23.226020055668783,23.0974595700565,22.08166194442107,22.08063792745115,22.080573620496736,22.080367976325107,22.07957405944792,22.07957405944792,22.07957405944792,22.07957405944792,22.079560290164935,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run16,23.53770599799695,23.48708277816101,23.48708277816101,23.48708277816101,23.48608955442073,23.486087887875456,23.486087887875456,23.486087887875456,23.486087887875456,23.486087887875456,23.485832677993443,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run17,21.835251477430702,21.12163214320057,21.121196631111488,21.121196631111488,21.121196631111488,21.120794405002513,21.120679594270825,21.119851661400034,21.119851661400034,21.119851661400034,21.119851661400034,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run18,21.761142998964132,21.613744257681347,21.6130090747083,21.6130090747083,21.612781126747706,21.612781126747706,21.612691898746633,21.612525978965138,21.612525978965138,21.612525978965138,21.612525978965138,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run19,23.15826014870582,22.874362357991018,22.873523564120262,22.873480694181353,22.87318282661809,22.872999240058334,22.872999240058334,22.872999240058334,22.872999240058334,22.872999240058334,22.872999240058334,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run20,22.880917628305298,22.645466427144555,22.64483483503686,22.64483483503686,22.64483483503686,22.643992518280314,22.643326966008374,22.643019796473197,22.643019796473197,22.643019796473197,22.643019796473197,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run21,23.7438165238335,22.577613537534972,22.576941490285392,22.576732963991674,22.576686419528514,22.57627617644299,22.57627617644299,22.57627617644299,22.57627617644299,22.57549331159224,22.57549331159224,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run22,20.525848265077784,19.965123469997437,18.476872503223333,18.474499412357815,18.474499412357815,18.474499412357815,18.474499412357815,18.474499412357815,18.47434682568445,18.47402114141933,18.47402114141933,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run23,22.714526844346253,22.500485881620364,22.497684135568065,22.497684135568065,22.497684135568065,22.497684135568065,22.497684135568065,22.497684135568065,22.497684135568065,22.497684135568065,22.497684135568065,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run24,20.796676418287532,20.742013591982285,20.741737660526255,20.741737660526255,20.741599513436697,20.741599513436697,20.741599513436697,20.741599513436697,20.741599513436697,20.741599513436697,20.741599513436697,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run25,25.505699728370175,25.32866487953865,25.32866487953865,25.32866487953865,25.3283550094054,25.32812913200486,25.32812913200486,25.32812913200486,25.32812913200486,25.32812913200486,24.618828772336087,nan,0,nan,0,nan,0,nan,0,nan,0
