Algorithm,Problem,Run,Error_10K,Error_50K,Error_100K,Error_150K,Error_200K,Error_250K,Error_300K,Error_350K,Error_400K,Error_450K,Error_500K,Acceptance_FE_1e-8,Success_1e-8,FE_to_1e-01,Success_1e-01,FE_to_1e-03,Success_1e-03,FE_to_1e-05,Success_1e-05,FE_to_1e-08,Success_1e-08
PSO,F1,Run1,78.87631642347483,76.6445303303808,76.6445303303808,76.6445303303808,76.6445303303808,76.64453033036546,76.64453033036546,76.64453033036546,76.64453033036546,76.64453033036546,76.64453033036546,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F1,Run2,69.2060801728794,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,68.4756903837685,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F1,Run3,78.46301325944916,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,73.79363951750602,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F1,Run4,81.48056259250617,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,68.51307464788206,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F7,Run1,3405.254814592275,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,2768.06515471984,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F7,Run2,4534.4911726155315,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,4504.76988339053,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F7,Run3,3604.821294877719,3553.688394780426,3553.688394780426,3553.688394780426,3553.688394780426,3553.688394780426,3553.688394780426,3553.688394780426,3553.688394486736,3553.688394486736,3553.688394486736,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F7,Run4,4660.960597590263,3774.008763896954,3688.5143222273464,3688.5143222273464,3688.5143222273464,3688.5143222273464,3688.5143222273464,3688.5143222273464,3688.5143222273464,3688.5143222273464,3688.5143222273464,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F11,Run1,383.6131818897689,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,383.3342094476722,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F11,Run2,387.1324080589532,387.043670520412,387.043670520412,387.043670520412,387.043670520412,387.043670520412,387.043670520412,387.043670520412,387.043670520412,387.043670520412,387.043670520412,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F11,Run3,339.8158228549865,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,338.60607168322275,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F11,Run4,385.9099473058661,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,385.76699383163873,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run1,30209.443674953574,30060.88014106435,30060.680703868406,30060.6807038684,30060.6807038684,30060.6807038684,30060.6807038684,30060.6807038684,30060.6807038684,30060.6807038684,30060.6807038684,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run2,28223.111715976625,27466.033491838276,27426.320980251898,27426.32098025189,27426.32098025189,27426.32098025189,27426.32098025189,27426.32098025189,27426.32098025189,27426.32098025189,27426.32098025189,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run3,24419.984480998148,21393.89917748024,21393.87820274524,21393.663096211556,21393.66309621155,21393.66309621155,21393.66309621155,21393.66309621155,21393.66309621155,21393.66309621155,21393.66309621155,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run4,31238.484949669142,31236.83176551929,31236.816635731324,31236.816589801365,31236.816589801365,31236.816589801365,31236.816589801365,31236.816589801365,31236.816589801365,31236.816589801365,31236.816589801365,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run1,23.67860630759661,23.66071211719904,23.66071211719904,23.66071211719904,23.66071211719904,23.66071211719904,23.659904512910245,23.659904512910245,23.658532277147856,23.65804220008654,23.65804220008654,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run2,22.647994568758094,22.53196741676932,22.530427632693872,22.529935685930326,22.529935685930326,22.529935685930326,22.529636469370743,22.52935670472631,22.52935670472631,22.52935670472631,22.52935670472631,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run3,22.50116553718823,22.47372793369452,22.472321235605293,22.472017279288124,22.472017279288124,22.472017279288124,22.472017279288124,22.472017279288124,22.472017279288124,22.472017279288124,22.472017279288124,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run4,22.16002776025873,22.083234043614226,22.080540233039372,22.080441653260777,22.079926652156857,22.079926652156857,22.07976557118191,22.07976557118191,22.07976557118191,22.07976557118191,22.07976557118191,nan,0,nan,0,nan,0,nan,0,nan,0
