Algorithm,Problem,Run,Error_10K,Error_50K,Error_100K,Error_150K,Error_200K,Error_250K,Error_300K,Error_350K,Error_400K,Error_450K,Error_500K,Acceptance_FE_1e-8,Success_1e-8,FE_to_1e-01,Success_1e-01,FE_to_1e-03,Success_1e-03,FE_to_1e-05,Success_1e-05,FE_to_1e-08,Success_1e-08
PSO,F17,Run1,21953.120090296274,16995.117923826103,15704.285774810298,14524.764539894804,14008.42802783773,14008.426505073883,14008.26014455654,14008.26014455654,14008.26014455654,14008.26014455654,14008.26014455654,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run2,35017.84871556307,20017.78331739359,19448.821471463463,16663.638264194164,14817.095901634757,10905.923972601195,10878.509773716873,10878.509773716669,10878.509773716669,10878.509773716669,10878.509773716669,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run3,14742.247981859608,13691.573693734952,10996.013171255507,10988.862455506398,10988.342159696462,10988.341215327457,10988.341215288747,10988.341215288705,10988.341215288705,10988.341215288705,10988.341215288705,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run4,21930.844093280022,18501.33797412288,18462.185861119244,18451.38872541021,16500.264577029557,15772.334987040558,15219.893980893497,15213.945061124887,15213.945061124843,15213.945061124843,15213.945061124843,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F17,Run5,30647.68466361985,15169.569127157547,13140.4285848038,12693.925799587398,12643.071340231667,12642.19558603846,12642.19558603846,12642.19558603846,12642.19558603846,12642.19558603846,12642.19558603846,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run1,21.660808585932358,18.535979679119535,16.922727724391677,16.922727724391677,16.704348914751478,16.435989385331553,16.429610253905594,16.429552753437903,16.42919693827423,16.42919693827423,16.428812989734183,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run2,24.611567767226973,22.5501962161717,21.510209409607384,21.252712061745257,20.91619146818293,20.884795744103897,20.88052457228217,20.87950707537506,20.87950707537506,20.87950707537506,20.87950707537506,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run3,21.952106412527485,20.35408404242419,19.373132442392247,19.187243526801296,19.187243526801296,18.911676505110805,18.83882920356676,18.83882920356676,18.833622640521398,18.71144041041299,18.665543495293406,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run4,22.99014835741019,21.46363118792739,20.499288739110895,19.480261384941798,18.931971808793833,18.703941483858785,18.703941483858785,17.522612329355937,17.17736436841885,17.17736436841885,17.16008722031006,nan,0,nan,0,nan,0,nan,0,nan,0
PSO,F23,Run5,23.02456880798762,21.25756897358255,20.404995365899325,20.354473338364855,20.323497328776625,19.98196960001293,19.94434148403991,19.882525705049332,19.725410991584212,19.72328737266578,19.72328737266578,nan,0,nan,0,nan,0,nan,0,nan,0
